SetID,Number,Variant,YearFrom,Category,Theme,ThemeGroup,Subtheme,SetName,Image,ImageFilename,USRetailPrice,UKRetailPrice,CARetailPrice,DERetailPrice,USDateAdded,USDateRemoved,Pieces,Minifigs,PackagingType,Availability,USItemNumber,EUItemNumber,EAN,UPC,Width,Height,Depth,Weight,AgeMin,AgeMax,OwnCount,WantCount,InstructionsCount,AdditionalImageCount,Released,Rating,BrickLinkSoldPriceNew,BrickLinkSoldPriceUsed,Designers,LaunchDate,ExitDate
"28559","10264","1","2019","Normal","Creator Expert","Model making","Modular Buildings Collection","Corner Garage","X","10264-1","199.99","159.99","269.99","179.99","02/01/2019 00:00:00","17/12/2021 00:00:00","2569","6","Box","LEGO exclusive","6250882","6250863","5702016368253","","57.7","47.4","8.6","3.044","16","","19007","5980","2","33","X","32","248.8800","200.5400","Florian Müller,","01/01/2019 00:00:00","31/12/2021 00:00:00"
"28959","10265","1","2019","Normal","Creator Expert","Model making","Vehicles","Ford Mustang","X","10265-1","169.99","149.99","209.99","169.99","01/03/2019 00:00:00","01/03/2024 00:00:00","1471","","Box","LEGO exclusive","6250886","6250884","5702016368260","673419302425","48","28.2","11.8","","16","","17139","3917","9","22","X","44","131.4200","83.1600","Adam Grabowski,Mike Psiaki,","01/03/2019 00:00:00","31/12/2023 00:00:00"
"28592","10266","1","2019","Normal","Creator Expert","Model making","Space","NASA Apollo 11 Lunar Lander","X","10266-1","99.99","89.99","139.99","99.99","12/06/2019 00:00:00","01/03/2024 00:00:00","1087","2","Box","LEGO exclusive","6250890","6250888","5702016368277","673419302432","48","28.2","9.1","","","","21616","3996","10","22","X","44","93.8700","60.4900","","01/06/2019 00:00:00","31/12/2023 00:00:00"
"28591","10267","1","2019","Normal","Creator Expert","Model making","Winter Village Collection","Gingerbread House","X","10267-1","99.99","84.99","139.99","89.99","01/10/2019 00:00:00","29/10/2021 00:00:00","1477","2","Box","LEGO exclusive","6250893","6250892","5702016368284","","47.8","27.8","8.8","1.448","12","","16078","3666","4","24","X","12","125.9500","101.5700","Florian Müller,Tiago Catarino,","01/10/2019 00:00:00","31/12/2021 00:00:00"
"28590","10269","1","2019","Normal","Creator Expert","Model making","Vehicles","Harley-Davidson Fat Boy","X","10269-1","99.99","84.99","139.99","89.99","02/08/2019 00:00:00","21/11/2021 00:00:00","1023","","Box","LEGO exclusive","6250895","6250894","5702016368291","","48","28.2","7.4","","16","","7711","2244","10","10","X","14","117.3300","63.1300","Mike Psiaki,","01/08/2019 00:00:00","31/12/2021 00:00:00"
"28939","10766","1","2019","Normal","Disney","Licensed","Toy Story 4","Woody & RC","X","10766-1","9.99","8.99","13.99","9.74","22/04/2019 00:00:00","26/02/2021 00:00:00","69","1","Box","Retail","6250754","6250753","5702016367713","","19.1","14.1","4.6","","4","","4692","663","2","6","X","18","13.5700","5.8300","Milan Madge,","22/04/2019 00:00:00","31/12/2020 00:00:00"
"28940","10767","1","2019","Normal","Disney","Licensed","Toy Story 4","Duke Caboom's Stunt Show","X","10767-1","19.99","15.99","24.99","19.49","22/04/2019 00:00:00","27/02/2021 00:00:00","120","2","Box","Retail","6250755","6250756","5702016367720","","26.2","19.1","6.1","","4","","2582","570","2","4","X","4","17.3200","13.9100","","22/04/2019 00:00:00","31/07/2020 00:00:00"
"28941","10768","1","2019","Normal","Disney","Licensed","Toy Story 4","Buzz and Bo Peep's Playground Adventure","X","10768-1","24.99","19.99","34.99","24.36","22/04/2019 00:00:00","15/11/2020 00:00:00","139","3","Box","Retail","6250758","6250757","5702016367737","","26.2","19.1","7.2","","4","","2158","541","2","4","X","8","25.4200","15.0000","Milan Madge,","22/04/2019 00:00:00","31/12/2020 00:00:00"
"28942","10769","1","2019","Normal","Disney","Licensed","Toy Story 4","RV Vacation","X","10769-1","34.99","29.99","49.99","34.11","22/04/2019 00:00:00","26/02/2021 00:00:00","178","3","Box","Retail","6250760","6250759","5702016367744","","28.2","26.2","7.6","","4","","2734","748","2","4","X","11","31.7900","28.5000","Astrid Bonfante,","22/04/2019 00:00:00","31/12/2020 00:00:00"
"28943","10770","1","2019","Normal","Disney","Licensed","Toy Story 4","Buzz & Woody's Carnival Mania!","X","10770-1","49.99","44.99","69.99","49.99","22/04/2019 00:00:00","16/02/2021 00:00:00","230","5","Box","Retail","6250762","6250761","5702016367751","","38.2","26.2","5.7","","4","","2635","703","2","4","X","13","32.7600","24.0800","","22/04/2019 00:00:00","31/12/2020 00:00:00"
"29102","10771","1","2019","Normal","Disney","Licensed","Toy Story 4","Carnival Thrill Coaster","X","10771-1","19.99","15.99","24.99","19.49","22/04/2019 00:00:00","28/11/2020 00:00:00","98","2","Box","Retail","6267990","6267988","5702016477863","","26.2","19.1","4.6","","","","2996","598","2","4","X","7","23.7300","16.5400","Astrid Bonfante,","22/04/2019 00:00:00","31/12/2020 00:00:00"
"28517","10883","1","2019","Normal","Duplo","Pre-school","","My First Tow Truck","X","10883-1","9.99","7.99","13.99","9.74","02/01/2019 00:00:00","26/02/2021 00:00:00","11","","Box","Retail","6250709","6250708","5702016367553","673419301800","26.2","14.1","7.2","0.26","","","486","40","2","5","X","0","10.7600","5.6600","","01/01/2019 00:00:00","31/12/2020 00:00:00"
"28516","10884","1","2019","Normal","Duplo","Pre-school","","My First Balancing Animals","X","10884-1","14.99","12.99","19.99","14.61","02/01/2019 00:00:00","31/12/2020 00:00:00","15","","Box","Retail","6250712","6250711","5702016367560","","22.2","26.2","7.6","","","","403","48","2","5","X","0","13.2300","","","01/01/2019 00:00:00","31/12/2020 00:00:00"
"28515","10885","1","2019","Normal","Duplo","Pre-school","","My First Fun Puzzle","X","10885-1","19.99","12.99","24.99","19.49","02/01/2019 00:00:00","19/06/2020 00:00:00","15","","{Not specified}","{Not specified}","6250714","6250713","5702016367577","673419301824","35.4","19.1","9.1","0.55","","","288","72","2","4","X","0","49.6600","","","01/01/2019 00:00:00","31/12/2020 00:00:00"
"28514","10886","1","2019","Normal","Duplo","Pre-school","","My First Car Creations","X","10886-1","19.99","14.99","24.99","19.99","02/01/2019 00:00:00","12/11/2021 00:00:00","34","","{Not specified}","{Not specified}","6250721","6250720","5702016367584","673419301831","28.2","26.2","9.55","0.64","","","465","45","2","5","X","5","18.7000","12.5000","","01/01/2019 00:00:00","31/12/2021 00:00:00"
"28926","10887","1","2019","Normal","Duplo","Pre-school","","Creative Fun","X","10887-1","39.99","29.99","49.99","34.99","06/01/2019 00:00:00","14/10/2021 00:00:00","120","1","Box","Retail","6250724","6250723","5702016367591","673419301848","26.2","38.2","14.1","1.45","","","264","41","2","6","X","0","42.8800","","","01/01/2019 00:00:00","31/12/2021 00:00:00"
"29263","10889","1","2019","Normal","Duplo","Pre-school","Mickey","Mickey's Vacation House","X","10889-1","49.99","44.99","59.99","48.73","02/08/2019 00:00:00","14/11/2020 00:00:00","57","3","Box","Retail","6250698","6250697","5702016367515","","35","37.5","9.2","0.987","2","","399","131","2","4","X","0","55.2100","39.1100","","01/08/2019 00:00:00","31/12/2020 00:00:00"
"28416","10893","1","2019","Normal","Duplo","Pre-school","Marvel Super Hero Adventures","Spider-Man vs. Electro","X","10893-1","19.99","17.99","24.99","19.99","02/01/2019 00:00:00","06/02/2020 00:00:00","29","2","Box","Retail","6250730","6250729","5702016367621","673419301879","26.2","19.1","7.2","0.41","2","","193","95","2","4","X","0","34.9500","","","01/01/2019 00:00:00","31/12/2019 00:00:00"
"28960","10894","1","2019","Normal","Duplo","Pre-school","Toy Story","Toy Story Train","X","10894-1","19.99","17.99","24.99","19.99","01/03/2019 00:00:00","22/07/2021 00:00:00","21","2","Box","Retail","6250707","6250706","5702016367546","673419301794","35.4","19.1","7","","2","","850","146","2","5","X","0","31.4600","16.2000","","01/03/2019 00:00:00","31/07/2021 00:00:00"
"28450","10895","1","2019","Normal","Duplo","Pre-school","The LEGO Movie 2","Emmet and Lucy's Visitors from the DUPLO Planet","X","10895-1","29.99","24.99","34.99","29.99","27/12/2018 00:00:00","19/03/2020 00:00:00","53","2","Box","Retail","6250732","6250731","5702016367638","673419301886","38.2","26.2","9.4","0.8","2","","770","173","2","2","X","2","24.0000","25.0000","","01/01/2019 00:00:00","31/12/2019 00:00:00"
"28513","10897","1","2019","Normal","Duplo","Pre-school","Minnie","My First Minnie Build","X","10897-1","9.99","8.99","13.99","9.99","02/01/2019 00:00:00","06/12/2020 00:00:00","10","","Box","Retail","6250702","6250699","5702016367522","673419301770","14.1","19.1","9.1","0.25","","","486","46","2","4","X","0","6.9000","6.9900","","01/01/2019 00:00:00","31/12/2020 00:00:00"
"28512","10898","1","2019","Normal","Duplo","Pre-school","Mickey","My First Mickey Build","X","10898-1","9.99","8.99","13.99","9.74","02/01/2019 00:00:00","01/11/2020 00:00:00","9","","Box","Retail","6250705","6250704","5702016367539","673419301787","14.1","19.1","9.1","0.24","","","515","55","2","4","X","0","11.9400","","","01/01/2019 00:00:00","31/07/2020 00:00:00"
"29359","10899","1","2019","Normal","Duplo","Pre-school","Frozen","Frozen Ice Castle","X","10899-1","49.99","44.99","64.99","49.99","02/08/2019 00:00:00","19/01/2024 00:00:00","59","3","Box","Retail","6250728","6250727","5702016367614","673419301862","35.4","37.8","9.4","","2","","638","115","2","4","X","0","61.2700","39.9900","","01/08/2019 00:00:00","31/12/2023 00:00:00"
"28511","10900","1","2019","Normal","Duplo","Pre-school","","Police Bike","X","10900-1","9.99","9.99","13.99","9.99","02/01/2019 00:00:00","05/08/2021 00:00:00","8","1","Box","Retail","6250735","6250734","5702016367645","673419301893","19.1","14.1","6.1","0.18","2","","809","57","2","5","X","0","9.5300","7.9900","","01/01/2019 00:00:00","31/12/2021 00:00:00"
"28510","10901","1","2019","Normal","Duplo","Pre-school","","Fire Truck","X","10901-1","19.99","17.99","24.99","19.99","02/01/2019 00:00:00","10/11/2021 00:00:00","21","2","Box","Retail","6250737","6250736","5702016367652","673419301909","22.2","26.2","9.5","0.45","2","","778","70","2","5","X","0","30.6000","12.4800","","01/01/2019 00:00:00","31/12/2021 00:00:00"
"28509","10902","1","2019","Normal","Duplo","Pre-school","","Police Station","X","10902-1","29.99","24.99","34.99","29.99","02/01/2019 00:00:00","26/07/2021 00:00:00","38","3","{Not specified}","{Not specified}","6250739","6250738","5702016367669","673419301916","38.2","26.2","9.4","0.71","","","386","71","2","5","X","0","26.2300","19.2500","","01/01/2019 00:00:00","31/07/2021 00:00:00"
"28508","10903","1","2019","Normal","Duplo","Pre-school","","Fire Station","X","10903-1","49.99","39.99","69.99","49.99","02/01/2019 00:00:00","05/08/2021 00:00:00","76","2","{Not specified}","{Not specified}","6250741","6250740","5702016367676","673419301923","35.4","37.8","9.4","1.14","","","496","93","2","5","X","5","65.9600","27.9900","","01/01/2019 00:00:00","31/12/2021 00:00:00"
"29264","10904","1","2019","Normal","Duplo","Pre-school","","Baby Animals","X","10904-1","9.99","9.99","13.99","9.74","02/08/2019 00:00:00","13/09/2020 00:00:00","9","","Box","Retail","6250746","6250744","5702016367683","673419301930","19.1","14.1","6.1","0.18","2","","744","96","2","4","X","0","10.9500","6.8300","","01/06/2019 00:00:00","31/12/2020 00:00:00"
"29265","10906","1","2019","Normal","Duplo","Pre-school","","Tropical Island","X","10906-1","59.99","54.99","69.99","59.99","02/08/2019 00:00:00","02/09/2021 00:00:00","73","3","Box","Retail","6250750","6250749","5702016371017","","48","37.8","9.4","","2","","353","134","2","4","X","0","70.5400","","","01/06/2019 00:00:00","31/07/2021 00:00:00"
"29266","10907","1","2019","Normal","Duplo","Pre-school","","World Animals","X","10907-1","99.99","89.99","129.99","99.99","02/08/2019 00:00:00","12/11/2021 00:00:00","121","6","Box","Retail","6250752","6250751","5702016367706","","58.2","37.8","11.8","","2","","387","149","2","4","X","5","97.9900","87.8600","","01/06/2019 00:00:00","31/12/2021 00:00:00"
"28507","10908","1","2019","Normal","Duplo","Pre-school","","Plane","X","10908-1","9.99","8.99","13.99","9.99","02/01/2019 00:00:00","18/11/2021 00:00:00","12","1","Box","Retail","6259062","6259056","5702016394757","673419308762","19.1","14.1","7.1","0.22","2","","553","55","2","5","X","0","13.0100","5.4700","","01/01/2019 00:00:00","31/12/2021 00:00:00"
"29267","10910","1","2019","Normal","Duplo","Pre-school","","Submarine Adventure","X","10910-1","19.99","17.99","24.99","19.99","02/08/2019 00:00:00","08/07/2021 00:00:00","24","2","Box","Retail","6296102","6296101","5702016680522","","28.2","26.2","9.6","","2","","926","109","2","4","X","0","34.5100","15.0000","","01/06/2019 00:00:00","31/07/2021 00:00:00"
"28506","11001","1","2019","Normal","Classic","Basic","Bricks","Bricks and Ideas","X","11001-1","9.99","8.99","13.99","9.99","02/01/2019 00:00:00","10/11/2021 00:00:00","123","","Box","Retail","6250764","6250763","5702016367768","673419302029","15.7","14.1","6.1","0.17","4","","2215","174","2","5","X","0","8.1400","3.8200","Jonathan Robson,","01/01/2019 00:00:00","31/12/2021 00:00:00"
"28505","11002","1","2019","Normal","Classic","Basic","Bricks","Basic Brick Set ","X","11002-1","19.99","17.99","24.99","19.99","02/01/2019 00:00:00","04/11/2021 00:00:00","300","","Box","Retail","6250766","6250765","5702016367775","673419302036","26.2","19.1","7.2","0.44","4","","1213","183","2","5","X","0","16.5900","13.5000","Jonathan Robson,","01/01/2019 00:00:00","31/12/2021 00:00:00"
"28504","11003","1","2019","Normal","Classic","Basic","Bricks","Bricks and Eyes ","X","11003-1","29.99","24.99","39.99","29.23","02/01/2019 00:00:00","23/11/2020 00:00:00","451","","Box","Retail","6250768","6250767","5702016367782","673419302043","26.2","22.2","9.5","","4","","737","230","4","5","X","0","26.6900","19.0000","John Ho,","01/01/2019 00:00:00","31/12/2020 00:00:00"
"29268","11004","1","2019","Normal","Classic","Basic","Miscellaneous","Windows of Creativity","X","11004-1","29.99","24.99","39.99","29.23","02/08/2019 00:00:00","12/01/2021 00:00:00","450","","Box","Retail","6250770","6250769","5702016367799","","26.2","22.2","9.5","","4","","945","222","2","4","X","0","50.9800","18.0000","","01/06/2019 00:00:00","31/12/2020 00:00:00"
"28603","11005","1","2019","Normal","Classic","Basic","Creative Fun","Creative Fun","X","11005-1","39.99","29.99","49.99","34.11","02/01/2019 00:00:00","26/10/2021 00:00:00","900","","Box","Retail","6250772","6250771","5702016367805","673419302067","26","38","14","1.18","4","","1814","205","3","7","X","4","41.2600","42.4300","","01/01/2019 00:00:00","31/12/2020 00:00:00"
"29570","11920","1","2019","Normal","Star Wars","Licensed","Book Parts","Star Wars: Build Your Own Adventure Galactic Missions parts","X","11920-1","","","","","","","66","1","Polybag","{Not specified}","","6259833","5702016395419","","","","","","","","381","504","0","0","X","4","14.9900","","","",""
"31208","11922","1","2019","Normal","Miscellaneous","Miscellaneous","Book Parts","The Book of Bedtime Builds parts","X","11922-1","","","","","","","68","","Polybag","Retail - limited","","","","","","","","","","","38","42","0","0","X","0","","","","",""
"30001","11923","1","2019","Normal","Harry Potter","Licensed","Book Parts","Harry Potter: Build Your Own Adventure parts","X","11923-1","","","","","","","101","1","Polybag","{Not specified}","","6257657","5702016391398","","","","","","6","","1010","730","0","0","X","0","15.0000","","","",""
"30968","11924","1","2019","Normal","Miscellaneous","Miscellaneous","Book Parts","Christmas Ideas parts","","","","","","","","","41","","Polybag","{Not specified}","","","","","","","","","","","91","50","0","0","X","0","","","","",""
"29663","11926","1","2019","Normal","Miscellaneous","Miscellaneous","","Wooden Minifigure parts","X","11926-1","","","","","","","29","","Polybag","{Not specified}","6264075","","","","","","","","","","241","110","0","0","X","0","5.0900","","","",""
"28503","21043","1","2019","Normal","Architecture","Model making","Skylines","San Francisco","X","21043-1","49.99","44.99","69.99","49.99","02/01/2019 00:00:00","12/11/2021 00:00:00","565","","Box","Retail","6250897","6250896","5702016368307","","26.2","19.1","6.1","","","","9470","2234","10","5","X","9","68.4400","53.0100","Rok Zgalin Kobe,","01/01/2019 00:00:00","31/12/2021 00:00:00"
"28502","21044","1","2019","Normal","Architecture","Model making","Skylines","Paris","X","21044-1","49.99","44.99","69.99","49.99","02/01/2019 00:00:00","17/10/2024 00:00:00","649","","Box","Retail","6250900","6250898","5702016368314","673419302470","26.2","19.1","7.2","","","","10268","2102","13","5","X","5","35.4800","24.1300","Rok Zgalin Kobe,","01/01/2019 00:00:00","31/12/2025 00:00:00"
"29037","21045","1","2019","Normal","Architecture","Model making","Landmark Series","Trafalgar Square","X","21045-1","79.99","79.99","99.99","79.99","02/08/2019 00:00:00","28/01/2022 00:00:00","1197","","Box","Retail - limited","6250904","6250902","5702016368321","","35.4","19.1","9.1","","16","","6549","2244","9","7","X","5","80.4300","54.6600","Florian Müller,Rok Zgalin Kobe,Steen Sig Andersen,","01/06/2019 00:00:00","31/12/2021 00:00:00"
"29036","21046","1","2019","Normal","Architecture","Model making","Landmark Series","Empire State Building","X","21046-1","129.99","89.99","159.99","99.99","02/08/2019 00:00:00","19/01/2022 00:00:00","1767","","Box","Retail - limited","6250908","6250906","5702016368338","","19.1","35.4","11.8","","16","","6421","2372","9","4","X","25","115.7300","85.6100","Rok Zgalin Kobe,","01/06/2019 00:00:00","31/12/2021 00:00:00"
"29875","21055","1","2019","Normal","Architecture","Model making","Landmark Series","Burj Khalifa","X","21055-1","","44.99","","39.99","","","333","","Box","Retail - limited","","6305541","5702016748635","","19.1","26.2","6.1","","","","1007","1060","10","4","X","0","78.7400","59.1000","Rok Zgalin Kobe,","01/12/2019 00:00:00","31/12/2022 00:00:00"
"28379","21148","1","2019","Normal","Minecraft","Licensed","BigFig Series 1","Minecraft Steve BigFig with Parrot","X","21148-1","14.99","12.99","19.99","14.99","02/01/2019 00:00:00","24/01/2020 00:00:00","159","","Box","Retail","6251772","6251771","5702016370560","673419304320","14.1","19.1","4.6","0.17","7","","1788","530","2","4","X","0","32.5700","20.0600","Max Valembois,Robert Heim,","01/01/2019 00:00:00","31/12/2019 00:00:00"
"28380","21149","1","2019","Normal","Minecraft","Licensed","BigFig Series 1","Minecraft Alex BigFig with Chicken","X","21149-1","14.99","12.99","19.99","14.99","02/01/2019 00:00:00","11/01/2020 00:00:00","160","","Box","Retail","6251774","6251773","5702016370874","673419304337","14.1","19.1","4.6","0.17","7","","1548","528","2","4","X","5","30.0600","20.0000","Max Valembois,Robert Heim,","01/01/2019 00:00:00","31/12/2019 00:00:00"
"28381","21150","1","2019","Normal","Minecraft","Licensed","BigFig Series 1","Minecraft Skeleton BigFig with Magma Cube","X","21150-1","14.99","12.99","19.99","14.99","02/01/2019 00:00:00","10/01/2020 00:00:00","142","","Box","Retail","6251776","6251775","5702016370881","673419304344","14.1","19.1","4.6","0.17","7","","1634","546","2","4","X","0","30.5000","14.6100","Max Valembois,Robert Heim,","01/01/2019 00:00:00","31/12/2019 00:00:00"
"28382","21151","1","2019","Normal","Minecraft","Licensed","Minifig-scale","The End Battle","X","21151-1","19.99","19.99","24.99","19.99","02/01/2019 00:00:00","04/02/2022 00:00:00","222","2","Box","Retail","6251778","6251777","5702016370898","673419304450","26.2","19.1","6.1","0.38","7","","4222","681","3","4","X","5","38.3900","17.4100","Joe Kyde,","01/01/2019 00:00:00","31/12/2021 00:00:00"
"28383","21152","1","2019","Normal","Minecraft","Licensed","Minifig-scale","The Pirate Ship Adventure","X","21152-1","39.99","49.99","49.99","49.99","02/01/2019 00:00:00","12/11/2021 00:00:00","386","3","Box","Retail","6251780","6251779","5702016370904","673419304467","28.2","26.2","9.55","0.75","8","","2502","841","6","4","X","9","37.9100","31.1000","Max Valembois,","01/01/2019 00:00:00","31/12/2021 00:00:00"
"29336","21153","1","2019","Normal","Minecraft","Licensed","Minifig-scale","The Wool Farm","X","21153-1","19.99","19.99","24.99","19.99","01/07/2019 00:00:00","18/10/2021 00:00:00","260","1","Box","Retail","6251782","6251781","5702016370911","","26.2","19.1","9.1","","7","","2285","585","2","10","X","4","19.5400","11.9900","Joe Kyde,","01/08/2019 00:00:00","31/07/2021 00:00:00"
"29337","21154","1","2019","Normal","Minecraft","Licensed","Minifig-scale","The Blaze Bridge","X","21154-1","29.99","39.99","39.99","39.99","02/08/2019 00:00:00","15/11/2021 00:00:00","372","4","Box","Retail","6251784","6251783","5702016370928","","35.4","19.1","7","","8","","2191","699","2","4","X","0","30.9400","21.1700","Joe Kyde,","01/08/2019 00:00:00","31/12/2021 00:00:00"
"29338","21155","1","2019","Normal","Minecraft","Licensed","Minifig-scale","The Creeper Mine","X","21155-1","79.99","79.99","99.99","79.99","02/08/2019 00:00:00","08/07/2021 00:00:00","834","4","Box","Retail","6251786","6251785","5702016370935","","54","28.2","9.1","","8","","1721","861","2","5","X","0","100.9900","57.0400","Joe Kyde,","01/08/2019 00:00:00","31/12/2021 00:00:00"
"29088","21316","1","2019","Normal","Ideas","Miscellaneous","Licensed","The Flintstones","X","21316-1","59.99","54.99","79.99","58.48","02/03/2019 00:00:00","11/01/2021 00:00:00","748","4","Box","Retail - limited","6259482","6259481","5702016396300","","35.5","19","10.4","1.038","10","","11786","3012","10","24","X","15","78.1200","68.0100","Ricardo Silva,Samuel Johnson,","01/03/2019 00:00:00","31/12/2020 00:00:00"
"29153","21317","1","2019","Normal","Ideas","Miscellaneous","Licensed","Steamboat Willie","X","21317-1","89.99","79.99","119.99","87.72","01/04/2019 00:00:00","28/11/2020 00:00:00","751","2","Box","Retail - limited","6273247","6273246","5702016501995","","28.2","26.2","9.6","","10","","11035","3212","10","32","X","23","119.2700","79.2400","John Ho,Samuel Johnson,","01/04/2019 00:00:00","31/12/2020 00:00:00"
"29383","21318","1","2019","Normal","Ideas","Miscellaneous","","Tree House","X","21318-1","249.99","214.99","309.99","249.99","02/08/2019 00:00:00","17/10/2024 00:00:00","3036","4","Box","Retail - limited","6278925","6278924","5702016554205","673419313827","58","47.5","12","3.8","16","","18089","5263","10","18","X","9","173.9700","132.7500","César Soares,Markus Rollbühler,Samuel Johnson,","01/08/2019 00:00:00","31/12/2025 00:00:00"
"29562","21319","1","2019","Normal","Ideas","Miscellaneous","Licensed","Central Perk","X","21319-1","59.99","69.99","89.99","79.99","01/09/2019 00:00:00","21/11/2022 00:00:00","1070","7","Box","Retail - limited","6283895","6283894","5702016603842","","38","26","9.1","1.352","16","","22083","2051","10","18","X","20","76.8000","60.1300","Milan Madge,Samuel Johnson,","01/09/2019 00:00:00","31/12/2022 00:00:00"
"29630","21320","1","2019","Normal","Ideas","Miscellaneous","","Dinosaur Fossils","X","21320-1","59.99","54.99","79.99","59.99","01/11/2019 00:00:00","24/01/2022 00:00:00","910","2","Box","Retail - limited","6288198","6288195","5702016615586","673419317306","28.2","26.2","9.6","1","16","","13315","3347","14","22","X","4","79.8700","62.5300","Niels Milan Pedersen,Samuel Johnson,","01/11/2019 00:00:00","31/12/2021 00:00:00"
"28953","30327","1","2019","Normal","Duplo","Pre-school","","My First Duck","X","30327-1","","","","","","","6","","Polybag","{Not specified}","6253043","6253045","5702016371963","673419305099","20","19.5","1.4","","","","758","54","2","3","X","0","2.5900","2.3500","","01/01/2019 00:00:00","31/12/2022 00:00:00"
"28954","30328","0","2019","Random","Duplo","Pre-school","","Town Rescue - {Random Bag}","X","30328-0","","","","","","","","","Polybag","{Not specified}","6253048","6253047","","","20","19.5","1","","","","93","45","0","2","X","0","","","","01/01/2019 00:00:00","31/12/2019 00:00:00"
"28979","30328","2","2019","Normal","Duplo","Pre-school","","Town Rescue - Bird","X","30328-2","","","","","","","","","Polybag","{Not specified}","6253048","6253047","","","20","19.5","1","","","","95","35","0","0","X","3","","","","01/01/2019 00:00:00","31/12/2019 00:00:00"
"28980","30328","3","2019","Normal","Duplo","Pre-school","","Town Rescue - Fireman","X","30328-3","","","","","","","","","Polybag","{Not specified}","6253048","6253047","","","20","19.5","1","","","","71","40","0","0","X","0","","","","01/01/2019 00:00:00","31/12/2019 00:00:00"
"28981","30328","4","2019","Normal","Duplo","Pre-school","","Town Rescue - Cat","X","30328-4","","","","","","","","","Polybag","{Not specified}","6253048","6253047","","","20","19.5","1","","","","81","38","0","0","X","0","","","","01/01/2019 00:00:00","31/12/2019 00:00:00"
"28982","30328","5","2019","Normal","Duplo","Pre-school","","Town Rescue - Policewoman","X","30328-5","","","","","","","","","Polybag","{Not specified}","6253048","6253047","","","20","19.5","1","","","","67","34","0","0","X","0","","","","01/01/2019 00:00:00","31/12/2019 00:00:00"
"28977","30328","6","2019","Normal","Duplo","Pre-school","","Town Rescue - Dog","X","30328-1","","","","","","","","","Polybag","{Not specified}","6253048","6253047","","","20","19.5","1","","","","70","42","0","0","X","0","","","","01/01/2019 00:00:00","31/12/2019 00:00:00"
"28597","30340","1","2019","Normal","The LEGO Movie 2","Licensed","Miscellaneous","Emmet's 'Piece' Offering","X","30340-1","","3.49","","3.99","","","44","1","Polybag","Retail","6253056","6253055","5702016373110","","17","19.5","1","","","","6106","564","2","2","X","9","4.4600","3.6400","Markus Rollbühler,Nick Vas,","01/01/2019 00:00:00","31/12/2019 00:00:00"
"28596","30361","1","2019","Normal","City","Modern day","Fire","Fire ATV","X","30361-1","","","","","","","39","1","Polybag","Promotional","6253521","6253518","5702016374773","","17","17","1","0.036","5","","4962","444","2","3","X","15","3.8500","2.6400","","01/01/2019 00:00:00","31/12/2019 00:00:00"
"28605","30362","1","2019","Normal","City","Modern day","Sky Police","Sky Police Jetpack","X","30362-1","3.99","","","","","","33","2","Polybag","{Not specified}","6253525","6253523","5702016374780","","17","17","0.6","0.025","5","","2339","623","2","0","X","19","4.5500","2.9200","","01/01/2019 00:00:00","31/12/2019 00:00:00"
"28946","30363","1","2019","Normal","City","Modern day","Harbour","Race Boat","X","30363-1","","3.49","","3.99","","","34","1","Polybag","Retail - limited","6253532","6253529","5702016374797","","17","17","0.9","0.034","5","","2861","512","2","1","X","4","3.6000","2.6300","","01/01/2019 00:00:00","31/12/2019 00:00:00"
"28938","30364","1","2019","Normal","City","Modern day","General","Popcorn Cart","X","30364-1","","","","","","","43","1","Polybag","Retail","6253536","6253534","5702016374803","673419306263","17","17","1.1","0.042","5","","8614","1825","2","0","X","24","8.9500","5.0800","","01/01/2019 00:00:00","31/12/2019 00:00:00"
"29295","30365","1","2019","Normal","City","Modern day","Mars Exploration","Space Satellite","X","30365-1","3.99","","6.99","","14/05/2020 00:00:00","08/07/2021 00:00:00","36","1","Polybag","Retail - limited","6253539","6253537","5702016374810","","17","17","0.7","0.025","5","","8065","1212","2","2","X","34","5.0200","3.2300","","01/06/2019 00:00:00","31/12/2020 00:00:00"
"29136","30383","1","2019","Normal","Star Wars","Licensed","Episode I","Naboo Starfighter","X","30383-1","","","","","","","48","","Polybag","{Not specified}","6254013","6254012","5702016376166","","17","17","1","","","","5247","1051","2","1","X","18","6.9800","4.3600","Henrik Andersen,","01/04/2019 00:00:00","31/12/2020 00:00:00"
"29164","30384","1","2019","Normal","Star Wars","Licensed","Episode V","Snowspeeder","X","30384-1","","","","","","","49","","Polybag","Retail","6254020","6254019","5702016376777","673419306041","17","17","1.1","","6","","6668","1128","2","0","X","20","5.8200","3.3500","Henrik Andersen,","01/04/2019 00:00:00","31/12/2020 00:00:00"
"28949","30393","1","2019","Normal","Minecraft","Licensed","Minifig-scale","Minecraft Steve and Creeper Set","X","30393-1","","","","","","","36","2","Polybag","{Not specified}","6253542","6253541","5702016374827","673419306287","17","19.5","1","","","","1955","511","2","1","X","22","9.5200","6.9600","","01/01/2019 00:00:00","31/12/2019 00:00:00"
"28906","30408","1","2019","Normal","Friends","Modern day","Miscellaneous","Tulips","X","30408-1","","","","","","","90","","Polybag","{Not specified}","6263477","6253476","5702016374384","","17","19.5","1.3","","","","3450","431","2","1","X","5","6.3100","4.5000","Antica Bracanov,","01/01/2019 00:00:00","31/12/2019 00:00:00"
